STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVN,Slovenia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2023,,89,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SVN,Slovenia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2024,,90,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2011,,29,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2012,,30,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2013,,35,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2014,,42,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2015,,53,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2016,,67,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2017,,76,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2018,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2019,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2020,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,SWE,Sweden,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2023,,94,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2010,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2011,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2012,,90,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2013,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2014,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2015,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2016,,93,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2017,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2018,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2019,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2020,,91,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2021,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2022,,93,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2023,,93,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,USA,United States,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2024,,93,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,HRV,Croatia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2012,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2010,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2011,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2012,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2013,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2014,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2015,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2016,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2017,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2018,,97,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2019,,94,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2020,,94,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,CYP,Cyprus,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2021,,94,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,IND,India,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2014,,79,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,MKD,North Macedonia,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2018,,92,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,PER,Peru,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2024,,80,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ROU,Romania,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2011,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ROU,Romania,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2012,,96,,E,Estimated value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_KEY_INDIC(1.2),Healthcare utilisation,I,ROU,Romania,IMMUN,Immunisation,PT_CH_ELG_IM,Percentage of children eligible for immunization,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HEPB,Hepatitis B,_Z,Not applicable,_Z,Not applicable,2013,,96,,E,Estimated value,,,,,,,,,,
