 ,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,POL,Poland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,14.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PRT,Portugal,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,SVK,Slovak Republic,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,15.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,SVK,Slovak Republic,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,15.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,SVN,Slovenia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,16,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,SVN,Slovenia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,15.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ESP,Spain,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2011,,20.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ESP,Spain,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,18.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ESP,Spain,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,18.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ESP,Spain,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,16.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ESP,Spain,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2023,,13.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,SWE,Sweden,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,8.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,CHE,Switzerland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,17.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,CHE,Switzerland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,16.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,CHE,Switzerland,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,14,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,12.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,10.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,13.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,13.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,14.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,15.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,TUR,Türkiye,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2025,,17.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,19.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2011,,18.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,18.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2013,,16.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,17.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,16.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,14.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,15,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,16.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,13.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,13.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,11.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,10,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2023,,9.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,GBR,United Kingdom,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2024,,8.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,13.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2011,,13.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,12.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2013,,11.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,11.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,10.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,10.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,9.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,9.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,10,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,8.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,7.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2023,,6.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,USA,United States,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2024,,6.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2010,,11.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2011,,10.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2012,,9.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2013,,8.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,8.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,7.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,6.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,7.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,7.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BRA,Brazil,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,6.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BGR,Bulgaria,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,20.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,BGR,Bulgaria,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,21.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,HRV,Croatia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,20.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,HRV,Croatia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,19.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,0.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2015,,0.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2016,,0.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,0.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,0.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,0.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,0.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,0.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,0.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2023,,0.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,PER,Peru,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2024,,0.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ROU,Romania,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2014,,8.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,ROU,Romania,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,7.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,RUS,Russia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2018,,13.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,RUS,Russia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,13.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,THA,Thailand,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2024,,0.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,AUS,Australia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2010,,16.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,I,AUS,Australia,A,Annual,SP_DS,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2013,,14.7,,A,Normal value,0,Units,,
