"country_code","country","unit_code","unit","indicator_code","indicator","year","value"
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,96.2
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,99.1
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,100
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,100
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,98
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,96.2
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,98.8
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,100
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,98.2
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,98.6
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,91
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,99
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,92.3
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,95.6
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,100
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,95.3
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,95.2
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,94.7
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,53
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,52
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,50
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2013,50
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,50
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,51
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,50
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,48
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,48
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,50
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,66
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2021,56
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,58
"JPN","Japan","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,54
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,96.5
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,92.3
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,92.2
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,92.8
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,93.7
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,93
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,93.3
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,94.9
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,93.1
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,93.4
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,94.6
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,94.1
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,94.8
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,93.8
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,95.6
"JPN","Japan","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,95.1
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,88.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,86.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,95.8
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,97.1
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,97.8
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,98.1
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,98.2
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,97.4
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,97.5
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,97.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,97.6
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,97.8
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,97.2
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,97
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,97
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,96.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,88.9
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,91.5
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,95.9
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,97.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,98
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,98.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,98.4
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,97.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,97.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,97.4
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,97.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,97.9
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,97.4
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,97.1
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,97
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,96.7
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,77.1
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,79.6
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,77.4
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,79.8
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,81.7
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,84.4
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,82.7
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,85.1
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,85.8
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,80.7
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2021,80.1
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,82.1
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,84.8
"KOR","Korea","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2024,83.4
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,95.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,98.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,92.5
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,95
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,96.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,97
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,97.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,96.8
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,96.8
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,96.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,95.7
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,96
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,96.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,96.3
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,96.1
"KOR","Korea","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,96
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,91
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,94
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,94.9
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,98.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,98.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,96
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,100
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,100
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,94.4
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,95.2
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,98.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,97.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,100
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,91
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,89
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,90
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,94
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,94.4
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,97.6
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,98.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,96
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,100
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,99.9
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,94
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,94.8
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,97.2
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,98.9
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,100
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,1.2
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,2
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,1.7
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2013,3.1
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,2.8
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,2.5
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,4.3
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,6.9
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,7.7
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,11.7
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,9.1
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2021,7.7
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,16.9
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,15.8
"LVA","Latvia","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2024,16.7
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,94.1
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,89
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,92
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,88.7
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,88.9
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,94
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,96
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,93.9
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,84.8
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,85.8
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,91.8
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,88.4
"LVA","Latvia","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,89.6
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,94.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2011,92.4
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2012,92.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2013,93.2
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2014,92.9
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2015,93.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2016,94.1
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2017,93.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2018,92.3
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2019,92.1
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2020,91.4
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2021,90.1
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2022,90
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2023,90
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2024,88.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2025,88.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2010,94.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2011,94.6
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2012,93.2
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2013,93.4
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2014,94
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2015,93.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2016,94.6
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2017,93.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2018,92.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2019,92
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2020,91.4
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2021,90.1
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2022,90
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2023,88.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2024,86.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","HEPB","Hepatitis B",2025,87.5
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2010,11.2
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2011,9.1
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2012,9
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2013,9.7
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2014,9.8
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2015,10.3
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2016,9.6
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2017,11.3
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2018,13.4
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2019,14.8
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2020,21.5
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2021,26.3
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2022,21.5
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2023,24.1
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2024,22.4
"LTU","Lithuania","PT_POP_Y_GE65","Percentage of population aged 65 years or over","IFLU","Influenza",2025,23.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2010,94.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2011,93.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2012,92.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2013,92.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2014,91.8
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2015,91.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2016,92.2
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2017,92.3
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2018,91.6
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2019,93.2
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2020,90.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2021,88.4
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2022,86.5
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2023,85.7
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2024,84.6
"LTU","Lithuania","PT_CH_ELG_IM","Percentage of children eligible for immunization","MEAS","Measles",2025,84.5
"LUX","Luxembourg","PT_CH_ELG_IM","Percentage of children eligible for immunization","DIPTETPERT","Diphtheria, Tetanus, Pertussis",2010,99
